piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
D04,HAKAMÄENTIE,25494895,6677282,2.0,5,2011,61,8,2,3,2,0,0,585
D04,HAKAMÄENTIE,25494895,6677282,2.0,6,2011,224,30,8,4,8,0,0,1792
D04,HAKAMÄENTIE,25494895,6677282,2.0,7,2011,180,28,6,6,3,0,0,8067
D04,HAKAMÄENTIE,25494895,6677282,2.0,8,2011,349,58,15,0,6,6,0,13129
D04,HAKAMÄENTIE,25494895,6677282,2.0,9,2011,541,50,7,3,4,11,0,14876
D04,HAKAMÄENTIE,25494895,6677282,2.0,10,2011,1377,180,54,9,24,18,0,10433
D04,HAKAMÄENTIE,25494895,6677282,2.0,11,2011,884,133,49,2,14,5,0,6805
D04,HAKAMÄENTIE,25494895,6677282,2.0,12,2011,850,142,55,4,19,14,0,6847
D04,HAKAMÄENTIE,25494895,6677282,2.0,13,2011,926,156,39,11,13,10,0,7080
D04,HAKAMÄENTIE,25494895,6677282,2.0,14,2011,946,172,37,8,13,19,0,6977
D04,HAKAMÄENTIE,25494895,6677282,2.0,15,2011,1043,133,36,5,22,10,0,7553
D04,HAKAMÄENTIE,25494895,6677282,2.0,16,2011,299,41,9,1,2,3,0,9863
D04,HAKAMÄENTIE,25494895,6677282,2.0,17,2011,370,30,8,1,5,4,0,10158
D04,HAKAMÄENTIE,25494895,6677282,2.0,18,2011,365,17,5,0,4,6,0,8480
D04,HAKAMÄENTIE,25494895,6677282,2.0,19,2011,979,79,12,3,18,13,0,6294
D04,HAKAMÄENTIE,25494895,6677282,2.0,20,2011,739,50,19,5,7,0,0,4925
D04,HAKAMÄENTIE,25494895,6677282,2.0,21,2011,603,38,15,4,9,0,0,4132
D04,HAKAMÄENTIE,25494895,6677282,2.0,22,2011,406,28,7,3,6,0,0,2849
D04,HAKAMÄENTIE,25494895,6677282,2.0,23,2011,270,17,6,5,5,0,0,1659
D04,HAKAMÄENTIE,25494895,6677282,2.0,24,2011,114,9,4,2,1,0,0,804
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,1,2011,81,11,1,0,1,2,4,568
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,2,2011,44,1,1,0,0,2,1,329
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,3,2011,35,6,3,0,0,2,0,221
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,4,2011,27,4,1,1,1,2,0,210
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,5,2011,28,5,4,2,2,2,0,285
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,6,2011,108,20,24,1,6,2,1,926
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,7,2011,79,6,5,0,2,2,2,4787
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,8,2011,302,39,10,0,7,5,4,7809
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,9,2011,307,39,8,0,7,3,4,8076
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,10,2011,1034,159,43,1,17,12,12,6911
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,11,2011,761,151,31,1,16,4,11,5420
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,12,2011,883,170,38,1,15,7,10,6074
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,13,2011,893,201,44,0,17,8,12,6550
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,14,2011,886,139,34,5,16,11,12,5822
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,15,2011,983,144,25,3,23,11,13,6571
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,16,2011,290,37,1,0,7,3,3,7980
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,17,2011,333,22,3,0,8,6,3,8033
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,18,2011,292,10,3,1,7,6,4,7211
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,19,2011,935,59,2,0,17,26,12,5535
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,20,2011,748,49,1,4,15,10,11,4514
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,21,2011,829,47,1,1,16,9,11,4523
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,22,2011,436,28,1,0,12,0,11,3293
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,23,2011,223,13,1,1,9,0,11,1821
D05,NORDENSKÖLDINKATU,25495892,6675426,1.0,24,2011,170,10,1,0,6,0,5,1017
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,1,2011,93,3,2,1,3,0,4,561
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,2,2011,49,1,3,1,0,0,4,360
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,3,2011,32,2,2,0,0,0,0,244
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,4,2011,31,2,2,1,0,0,0,201
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,5,2011,35,6,6,1,0,0,0,287
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,6,2011,99,22,20,1,4,0,0,813
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,7,2011,55,9,3,0,2,1,2,2981
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,8,2011,190,25,1,3,6,1,2,6468
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,9,2011,323,16,7,3,10,4,3,8513
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,10,2011,874,130,26,4,30,9,11,6290
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,11,2011,727,163,37,6,16,6,12,5223
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,12,2011,754,153,30,2,13,8,13,5499
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,13,2011,805,126,40,0,15,3,10,5533
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,14,2011,877,155,24,1,12,10,13,5849
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,15,2011,942,148,32,1,18,15,15,6588
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,16,2011,321,38,5,1,6,9,3,8429
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,17,2011,330,41,3,1,6,5,3,8268
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,18,2011,333,36,3,0,10,10,2,7218
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,19,2011,832,69,13,0,16,16,13,5558
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,20,2011,726,40,10,4,15,8,15,4443
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,21,2011,684,31,8,2,10,9,11,3968
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,22,2011,444,11,7,2,11,0,11,2968
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,23,2011,273,9,5,0,7,0,11,1961
D05,NORDENSKÖLDINKATU,25495892,6675426,2.0,24,2011,156,9,3,0,4,0,7,1004
D06,HELSINGINKATU,25496296,6674672,1.0,1,2011,112,8,1,0,4,0,5,841
D06,HELSINGINKATU,25496296,6674672,1.0,2,2011,70,5,1,0,2,0,5,546
D06,HELSINGINKATU,25496296,6674672,1.0,3,2011,69,5,0,0,3,0,0,408
D06,HELSINGINKATU,25496296,6674672,1.0,4,2011,48,4,0,0,1,0,0,284
D06,HELSINGINKATU,25496296,6674672,1.0,5,2011,73,5,0,0,3,0,0,473
D06,HELSINGINKATU,25496296,6674672,1.0,6,2011,201,14,2,0,7,0,5,1220
D06,HELSINGINKATU,25496296,6674672,1.0,7,2011,78,9,2,0,4,0,5,4567
D06,HELSINGINKATU,25496296,6674672,1.0,8,2011,209,49,15,2,8,5,5,7612
D06,HELSINGINKATU,25496296,6674672,1.0,9,2011,300,55,11,0,12,6,1,8251
D06,HELSINGINKATU,25496296,6674672,1.0,10,2011,1048,204,49,2,42,13,10,7257
D06,HELSINGINKATU,25496296,6674672,1.0,11,2011,818,185,57,3,28,13,9,6067
D06,HELSINGINKATU,25496296,6674672,1.0,12,2011,865,196,58,0,26,9,7,6258
D06,HELSINGINKATU,25496296,6674672,1.0,13,2011,881,195,36,3,33,14,8,6355
D06,HELSINGINKATU,25496296,6674672,1.0,14,2011,864,133,21,1,26,8,6,6139
D06,HELSINGINKATU,25496296,6674672,1.0,15,2011,899,114,22,0,37,6,8,6346
D06,HELSINGINKATU,25496296,6674672,1.0,16,2011,256,38,3,0,6,4,2,7828
D06,HELSINGINKATU,25496296,6674672,1.0,17,2011,300,19,3,0,10,1,2,8082
D06,HELSINGINKATU,25496296,6674672,1.0,18,2011,318,15,3,0,10,3,4,7677
D06,HELSINGINKATU,25496296,6674672,1.0,19,2011,1047,57,7,0,27,11,7,6835
D06,HELSINGINKATU,25496296,6674672,1.0,20,2011,761,47,5,0,22,1,7,4751
D06,HELSINGINKATU,25496296,6674672,1.0,21,2011,630,42,5,0,20,9,7,4275
D06,HELSINGINKATU,25496296,6674672,1.0,22,2011,470,33,5,0,15,0,5,3133
D06,HELSINGINKATU,25496296,6674672,1.0,23,2011,319,22,3,0,10,0,4,1990
D06,HELSINGINKATU,25496296,6674672,1.0,24,2011,236,16,2,0,7,0,3,1361
D06,HELSINGINKATU,25496296,6674672,2.0,1,2011,154,11,2,0,4,0,2,981
D06,HELSINGINKATU,25496296,6674672,2.0,2,2011,98,7,1,0,3,0,2,672
D06,HELSINGINKATU,25496296,6674672,2.0,3,2011,117,8,1,0,4,0,0,615
D06,HELSINGINKATU,25496296,6674672,2.0,4,2011,79,6,1,0,3,0,0,513
D06,HELSINGINKATU,25496296,6674672,2.0,5,2011,95,7,1,0,3,0,0,661
D06,HELSINGINKATU,25496296,6674672,2.0,6,2011,142,10,1,0,1,0,1,1268
D06,HELSINGINKATU,25496296,6674672,2.0,7,2011,56,4,3,0,3,0,1,2762
D06,HELSINGINKATU,25496296,6674672,2.0,8,2011,121,18,6,0,7,2,3,5232
D06,HELSINGINKATU,25496296,6674672,2.0,9,2011,250,20,4,1,8,3,2,6781
D06,HELSINGINKATU,25496296,6674672,2.0,10,2011,798,167,32,2,45,10,10,6167
D06,HELSINGINKATU,25496296,6674672,2.0,11,2011,788,207,40,0,36,7,7,5892
D06,HELSINGINKATU,25496296,6674672,2.0,12,2011,773,172,47,0,47,6,6,6103
D06,HELSINGINKATU,25496296,6674672,2.0,13,2011,863,181,38,1,34,9,7,6427
D06,HELSINGINKATU,25496296,6674672,2.0,14,2011,1001,177,34,2,34,16,6,6955
D06,HELSINGINKATU,25496296,6674672,2.0,15,2011,1027,166,50,1,49,19,10,7766
D06,HELSINGINKATU,25496296,6674672,2.0,16,2011,327,36,11,0,13,3,1,8995
D06,HELSINGINKATU,25496296,6674672,2.0,17,2011,335,26,1,0,10,4,3,8156
D06,HELSINGINKATU,25496296,6674672,2.0,18,2011,294,23,3,0,9,4,2,7280
D06,HELSINGINKATU,25496296,6674672,2.0,19,2011,1043,86,5,0,30,14,9,6344
D06,HELSINGINKATU,25496296,6674672,2.0,20,2011,959,58,13,0,30,1,8,5556
D06,HELSINGINKATU,25496296,6674672,2.0,21,2011,805,63,10,0,28,9,8,5070
D06,HELSINGINKATU,25496296,6674672,2.0,22,2011,692,48,7,0,21,0,8,4081
D06,HELSINGINKATU,25496296,6674672,2.0,23,2011,385,26,4,0,11,0,8,2462
D06,HELSINGINKATU,25496296,6674672,2.0,24,2011,305,21,3,0,9,0,8,1572
D07,KAIVOKATU,25496725,6673058,1.0,1,2011,219,2,3,0,9,0,4,1398
D07,KAIVOKATU,25496725,6673058,1.0,2,2011,165,3,0,0,4,0,2,1032
D07,KAIVOKATU,25496725,6673058,1.0,3,2011,187,9,2,0,0,0,0,1188
D07,KAIVOKATU,25496725,6673058,1.0,4,2011,142,3,6,0,0,0,0,906
D07,KAIVOKATU,25496725,6673058,1.0,5,2011,100,11,9,0,0,0,0,720
D07,KAIVOKATU,25496725,6673058,1.0,6,2011,67,7,20,0,11,0,3,630
D07,KAIVOKATU,25496725,6673058,1.0,7,2011,40,8,3,0,4,1,2,1728
D07,KAIVOKATU,25496725,6673058,1.0,8,2011,58,22,7,0,4,0,6,2784
D07,KAIVOKATU,25496725,6673058,1.0,9,2011,112,28,10,0,7,1,5,3772
D07,KAIVOKATU,25496725,6673058,1.0,10,2011,475,110,31,0,31,6,23,3773
D07,KAIVOKATU,25496725,6673058,1.0,11,2011,394,120,17,2,27,2,20,3045
D07,KAIVOKATU,25496725,6673058,1.0,12,2011,407,96,32,0,18,3,26,2999
D07,KAIVOKATU,25496725,6673058,1.0,13,2011,401,125,22,0,27,14,19,3108
D07,KAIVOKATU,25496725,6673058,1.0,14,2011,444,79,13,0,19,6,22,3027
D07,KAIVOKATU,25496725,6673058,1.0,15,2011,445,81,15,0,19,3,25,3148
D07,KAIVOKATU,25496725,6673058,1.0,16,2011,112,24,2,0,6,2,6,3366
D07,KAIVOKATU,25496725,6673058,1.0,17,2011,131,10,0,0,8,1,5,3275
D07,KAIVOKATU,25496725,6673058,1.0,18,2011,138,12,1,0,7,3,6,3020
D07,KAIVOKATU,25496725,6673058,1.0,19,2011,462,26,1,0,22,7,24,2836
D07,KAIVOKATU,25496725,6673058,1.0,20,2011,460,25,2,0,17,1,10,2584
D07,KAIVOKATU,25496725,6673058,1.0,21,2011,461,13,2,0,13,9,12,2450
D07,KAIVOKATU,25496725,6673058,1.0,22,2011,419,31,0,0,11,0,11,2410
D07,KAIVOKATU,25496725,6673058,1.0,23,2011,328,26,0,0,17,0,9,2226
D07,KAIVOKATU,25496725,6673058,1.0,24,2011,250,13,2,0,10,0,5,1650
D07,KAIVOKATU,25496725,6673058,2.0,1,2011,304,15,2,0,11,0,4,1992
D07,KAIVOKATU,25496725,6673058,2.0,2,2011,260,25,0,0,1,0,2,1716
D07,KAIVOKATU,25496725,6673058,2.0,3,2011,223,27,2,0,0,0,0,1512
D07,KAIVOKATU,25496725,6673058,2.0,4,2011,183,9,14,0,0,0,0,1236
D07,KAIVOKATU,25496725,6673058,2.0,5,2011,144,12,7,0,0,0,0,978
D07,KAIVOKATU,25496725,6673058,2.0,6,2011,119,18,17,0,2,0,3,936
D07,KAIVOKATU,25496725,6673058,2.0,7,2011,33,9,4,0,3,0,3,1680
D07,KAIVOKATU,25496725,6673058,2.0,8,2011,58,23,6,0,5,1,5,2598
D07,KAIVOKATU,25496725,6673058,2.0,9,2011,101,25,7,0,10,2,7,3178
D07,KAIVOKATU,25496725,6673058,2.0,10,2011,498,121,39,1,22,5,27,3445
D07,KAIVOKATU,25496725,6673058,2.0,11,2011,454,125,27,0,29,5,25,3361
D07,KAIVOKATU,25496725,6673058,2.0,12,2011,502,127,33,0,32,6,24,3361
D07,KAIVOKATU,25496725,6673058,2.0,13,2011,422,118,30,0,23,5,23,3233
D07,KAIVOKATU,25496725,6673058,2.0,14,2011,495,100,21,0,31,2,27,3388
D07,KAIVOKATU,25496725,6673058,2.0,15,2011,520,93,23,0,33,2,26,3487
D07,KAIVOKATU,25496725,6673058,2.0,16,2011,136,29,2,0,9,1,7,4024
D07,KAIVOKATU,25496725,6673058,2.0,17,2011,168,15,1,0,9,1,8,4252
D07,KAIVOKATU,25496725,6673058,2.0,18,2011,130,12,0,0,3,2,6,3749
D07,KAIVOKATU,25496725,6673058,2.0,19,2011,503,32,7,0,24,6,33,3225
D07,KAIVOKATU,25496725,6673058,2.0,20,2011,672,54,7,0,20,5,11,3334
D07,KAIVOKATU,25496725,6673058,2.0,21,2011,553,70,7,0,16,8,12,3064
D07,KAIVOKATU,25496725,6673058,2.0,22,2011,440,44,11,0,11,0,12,2756
D07,KAIVOKATU,25496725,6673058,2.0,23,2011,365,50,9,0,16,0,8,2640
D07,KAIVOKATU,25496725,6673058,2.0,24,2011,355,33,2,0,12,0,6,2412
D09,POHJOISESPLANADI,25496725,6673058,1.0,1,2011,36,3,0,0,0,0,0,234
D09,POHJOISESPLANADI,25496725,6673058,1.0,2,2011,22,2,0,0,0,0,0,144
D09,POHJOISESPLANADI,25496725,6673058,1.0,3,2011,18,1,0,0,0,0,0,114
D09,POHJOISESPLANADI,25496725,6673058,1.0,4,2011,8,1,0,0,0,0,0,54
D09,POHJOISESPLANADI,25496725,6673058,1.0,5,2011,20,1,0,0,0,0,0,126
D09,POHJOISESPLANADI,25496725,6673058,1.0,6,2011,81,6,1,0,1,0,0,534
D09,POHJOISESPLANADI,25496725,6673058,1.0,7,2011,40,2,0,0,1,0,0,1707
D09,POHJOISESPLANADI,25496725,6673058,1.0,8,2011,80,21,7,0,1,0,0,3420
D09,POHJOISESPLANADI,25496725,6673058,1.0,9,2011,173,25,7,0,2,1,0,5034
D09,POHJOISESPLANADI,25496725,6673058,1.0,10,2011,506,116,33,0,10,5,0,3827
D09,POHJOISESPLANADI,25496725,6673058,1.0,11,2011,523,113,23,0,23,0,0,4317
D09,POHJOISESPLANADI,25496725,6673058,1.0,12,2011,569,147,30,2,19,4,0,4466
D09,POHJOISESPLANADI,25496725,6673058,1.0,13,2011,560,101,39,3,19,3,0,4365
D09,POHJOISESPLANADI,25496725,6673058,1.0,14,2011,435,97,33,0,14,2,0,4238
D09,POHJOISESPLANADI,25496725,6673058,1.0,15,2011,483,102,20,1,13,3,0,4244
D09,POHJOISESPLANADI,25496725,6673058,1.0,16,2011,132,23,7,1,4,0,0,5080
D09,POHJOISESPLANADI,25496725,6673058,1.0,17,2011,195,28,1,0,5,1,0,5065
D09,POHJOISESPLANADI,25496725,6673058,1.0,18,2011,161,10,0,0,3,1,0,4825
D09,POHJOISESPLANADI,25496725,6673058,1.0,19,2011,411,46,11,0,13,2,0,4198
D09,POHJOISESPLANADI,25496725,6673058,1.0,20,2011,400,30,5,0,7,8,0,2807
D09,POHJOISESPLANADI,25496725,6673058,1.0,21,2011,350,20,2,0,4,0,0,2256
D09,POHJOISESPLANADI,25496725,6673058,1.0,22,2011,251,16,2,0,3,0,0,1632
D09,POHJOISESPLANADI,25496725,6673058,1.0,23,2011,125,9,1,0,2,0,0,822
D09,POHJOISESPLANADI,25496725,6673058,1.0,24,2011,87,6,1,0,1,0,0,570
D09,POHJOISESPLANADI,25496725,6673058,2.0,1,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,2,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,3,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,4,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,5,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,6,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,7,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,8,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,9,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,10,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,11,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,12,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,13,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,14,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,15,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,16,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,17,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,18,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,19,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,20,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,21,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,22,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,23,2011,0,0,0,0,0,0,0,0
D09,POHJOISESPLANADI,25496725,6673058,2.0,24,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,1,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,2,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,3,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,4,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,5,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,6,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,7,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,8,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,9,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,10,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,11,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,12,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,13,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,14,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,15,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,16,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,17,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,18,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,19,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,20,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,21,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,22,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,23,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,1.0,24,2011,0,0,0,0,0,0,0,0
D10,ETELÄESPLANADI,25496948,6672685,2.0,1,2011,34,3,0,0,0,0,0,222
D10,ETELÄESPLANADI,25496948,6672685,2.0,2,2011,23,2,0,0,0,0,0,150
D10,ETELÄESPLANADI,25496948,6672685,2.0,3,2011,16,1,0,0,0,0,0,102
D10,ETELÄESPLANADI,25496948,6672685,2.0,4,2011,16,1,0,0,0,0,0,102
D10,ETELÄESPLANADI,25496948,6672685,2.0,5,2011,11,1,0,0,0,0,0,72
D10,ETELÄESPLANADI,25496948,6672685,2.0,6,2011,26,2,0,0,1,0,0,174
D10,ETELÄESPLANADI,25496948,6672685,2.0,7,2011,40,1,2,0,2,0,0,1618
D10,ETELÄESPLANADI,25496948,6672685,2.0,8,2011,73,22,8,0,1,0,0,3061
D10,ETELÄESPLANADI,25496948,6672685,2.0,9,2011,165,15,5,0,1,2,0,4337
D10,ETELÄESPLANADI,25496948,6672685,2.0,10,2011,551,103,28,0,16,5,0,4213
D10,ETELÄESPLANADI,25496948,6672685,2.0,11,2011,520,151,34,1,23,1,0,3900
D10,ETELÄESPLANADI,25496948,6672685,2.0,12,2011,489,123,31,0,10,6,0,3628
D10,ETELÄESPLANADI,25496948,6672685,2.0,13,2011,527,129,29,0,8,5,0,3851
D10,ETELÄESPLANADI,25496948,6672685,2.0,14,2011,553,108,22,0,13,3,0,4261
D10,ETELÄESPLANADI,25496948,6672685,2.0,15,2011,507,86,14,3,12,7,0,3890
D10,ETELÄESPLANADI,25496948,6672685,2.0,16,2011,146,25,5,0,2,2,0,4265
D10,ETELÄESPLANADI,25496948,6672685,2.0,17,2011,181,20,3,0,2,2,0,4329
D10,ETELÄESPLANADI,25496948,6672685,2.0,18,2011,172,16,0,0,4,1,0,3913
D10,ETELÄESPLANADI,25496948,6672685,2.0,19,2011,518,32,5,0,3,4,0,3482
D10,ETELÄESPLANADI,25496948,6672685,2.0,20,2011,500,25,1,0,2,1,0,2443
D10,ETELÄESPLANADI,25496948,6672685,2.0,21,2011,400,22,1,0,4,0,0,1763
D10,ETELÄESPLANADI,25496948,6672685,2.0,22,2011,224,18,0,0,3,0,0,1238
D10,ETELÄESPLANADI,25496948,6672685,2.0,23,2011,141,11,0,0,2,0,0,924
D10,ETELÄESPLANADI,25496948,6672685,2.0,24,2011,86,7,1,0,1,0,0,570
D11,TEHTAANKATU,25497265,6671758,1.0,1,2011,3,0,0,0,0,0,2,18
D11,TEHTAANKATU,25497265,6671758,1.0,2,2011,2,0,0,0,0,0,2,12
D11,TEHTAANKATU,25497265,6671758,1.0,3,2011,0,0,0,0,0,0,0,2
D11,TEHTAANKATU,25497265,6671758,1.0,4,2011,0,0,0,0,0,0,0,2
D11,TEHTAANKATU,25497265,6671758,1.0,5,2011,1,0,0,0,0,0,0,6
D11,TEHTAANKATU,25497265,6671758,1.0,6,2011,1,0,0,0,0,0,2,6
D11,TEHTAANKATU,25497265,6671758,1.0,7,2011,2,0,0,0,0,0,2,126
D11,TEHTAANKATU,25497265,6671758,1.0,8,2011,9,1,0,0,0,0,4,490
D11,TEHTAANKATU,25497265,6671758,1.0,9,2011,19,7,1,0,0,0,4,847
D11,TEHTAANKATU,25497265,6671758,1.0,10,2011,32,7,4,0,0,0,4,598
D11,TEHTAANKATU,25497265,6671758,1.0,11,2011,105,28,12,0,0,1,8,811
D11,TEHTAANKATU,25497265,6671758,1.0,12,2011,94,35,7,0,1,2,6,692
D11,TEHTAANKATU,25497265,6671758,1.0,13,2011,102,27,8,0,0,0,7,664
D11,TEHTAANKATU,25497265,6671758,1.0,14,2011,73,23,3,0,0,0,7,591
D11,TEHTAANKATU,25497265,6671758,1.0,15,2011,91,15,7,0,0,0,7,635
D11,TEHTAANKATU,25497265,6671758,1.0,16,2011,19,3,1,0,1,0,2,759
D11,TEHTAANKATU,25497265,6671758,1.0,17,2011,18,1,0,0,1,0,3,695
D11,TEHTAANKATU,25497265,6671758,1.0,18,2011,23,2,0,0,0,0,2,571
D11,TEHTAANKATU,25497265,6671758,1.0,19,2011,56,5,1,0,1,0,13,481
D11,TEHTAANKATU,25497265,6671758,1.0,20,2011,50,3,0,0,0,0,6,303
D11,TEHTAANKATU,25497265,6671758,1.0,21,2011,40,2,0,0,0,0,6,252
D11,TEHTAANKATU,25497265,6671758,1.0,22,2011,30,2,0,0,0,0,6,192
D11,TEHTAANKATU,25497265,6671758,1.0,23,2011,24,2,0,0,0,0,6,156
D11,TEHTAANKATU,25497265,6671758,1.0,24,2011,10,1,0,0,0,0,6,66
D11,TEHTAANKATU,25497265,6671758,2.0,1,2011,7,1,0,0,0,0,4,48
D11,TEHTAANKATU,25497265,6671758,2.0,2,2011,3,0,0,0,0,0,4,18
D11,TEHTAANKATU,25497265,6671758,2.0,3,2011,2,0,0,0,0,0,0,12
D11,TEHTAANKATU,25497265,6671758,2.0,4,2011,2,0,0,0,0,0,0,12
D11,TEHTAANKATU,25497265,6671758,2.0,5,2011,2,0,0,0,0,0,0,12
D11,TEHTAANKATU,25497265,6671758,2.0,6,2011,1,0,0,0,0,0,4,6
